violation_id,city_sk,location_sk,driver_sk,vehicle_sk,time_key,violation_date,violation_time,violation_type,fine_amount,severity,accident_involved,road_type,average_speed,weather_condition,lane_affected,department_status,age_group,time_period,offender_type
V20250610006469,42,2636,1029,4438,527,2025-06-10,13:20:08,Overspeeding,600,High,No,City Road,60,Foggy,Shoulder,Notified,18-25,Mid Day,First Time
V20240722006470,107,198,2501,4439,204,2024-07-22,12:12:09,No Seatbelt,700,Medium,No,Expressway,110,Cloudy,Lane 3,Active,36-45,Mid Day,Repeat
V20251128006471,23,823,1584,4440,698,2025-11-28,13:42:13,Signal Jumping,800,Medium,No,National Highway,60,Clear,Lane 3,Dispatched,18-25,Mid Day,Repeat
V20250111006472,69,2177,286,735,377,2025-01-11,03:51:43,Red Light Violation,700,Medium,No,City Road,29,Clear,Shoulder,Dispatched,26-35,Late Night,Repeat
V20250520006473,73,1313,3655,500,506,2025-05-20,15:30:02,Wrong Parking,400,Low,No,State Highway,80,Clear,Lane 2,Under Review,36-45,Mid Day,Repeat
V20240521006474,105,2143,2473,4441,142,2024-05-21,22:29:39,No Seatbelt,700,Low,No,City Road,42,Cloudy,Multiple Lanes,Dispatched,26-35,Evening,Repeat
V20241108006475,80,2637,2499,4442,313,2024-11-08,14:09:49,Signal Jumping,700,Medium,No,City Road,53,Rainy,Lane 1,Dispatched,36-45,Mid Day,First Time
V20250216006476,92,2441,3656,2467,413,2025-02-16,17:26:14,Overspeeding,1400,Medium,No,National Highway,103,Cloudy,Lane 3,Notified,18-25,Evening Peak,First Time
V20250127006477,89,1156,2287,3232,393,2025-01-27,18:25:50,Mobile Usage,2500,Medium,No,Local Street,30,Clear,Lane 2,Dispatched,26-35,Evening Peak,Repeat
V20241031006478,62,2382,1486,199,305,2024-10-31,20:31:55,Wrong Side Driving,1400,High,No,State Highway,62,Clear,Lane 3,Active,26-35,Evening,First Time
V20250127006479,81,276,1236,4443,393,2025-01-27,17:56:48,Overspeeding,1400,Medium,No,Expressway,128,Foggy,Lane 2,Dispatched,18-25,Evening Peak,Repeat
V20241012006480,85,2298,1724,4444,286,2024-10-12,20:43:11,No Seatbelt,800,Medium,No,City Road,48,Foggy,Lane 3,Dispatched,26-35,Evening,First Time
V20240319006481,7,1757,3657,4445,79,2024-03-19,07:00:14,Overspeeding,600,Medium,No,State Highway,107,Foggy,Lane 3,Dispatched,18-25,Early Morning,First Time
V20250512006482,9,2234,3600,1865,498,2025-05-12,07:26:30,Wrong Parking,400,Low,No,National Highway,77,Clear,Lane 1,Active,46-55,Early Morning,First Time
V20241028006483,14,2470,2839,2190,302,2024-10-28,12:38:34,No Helmet,1000,Medium,No,National Highway,60,Rainy,Lane 3,Under Review,56-65,Mid Day,Repeat
V20251219006484,79,2638,919,4402,719,2025-12-19,23:53:39,Drunk Driving,8800,High,No,State Highway,58,Clear,Multiple Lanes,Under Review,46-55,Late Night,Repeat
V20241205006485,16,1580,3658,1352,340,2024-12-05,20:37:12,Signal Jumping,800,Medium,Yes,Expressway,105,Clear,Lane 3,Active,18-25,Evening,First Time
V20250124006486,34,247,405,4446,390,2025-01-24,06:29:00,Mobile Usage,4600,Medium,No,City Road,26,Clear,Lane 2,Active,36-45,Early Morning,Repeat
V20240905006487,87,70,2996,1840,249,2024-09-05,07:44:24,No Seatbelt,800,Low,No,City Road,28,Clear,Lane 3,Dispatched,26-35,Early Morning,First Time
V20240415006488,106,2047,2311,4342,106,2024-04-15,17:23:49,No Helmet,700,Medium,No,National Highway,60,Clear,Lane 2,Notified,26-35,Evening Peak,Repeat
V20241206006489,9,2639,959,2467,341,2024-12-06,18:55:14,No Helmet,500,Medium,No,National Highway,97,Clear,Lane 3,Active,26-35,Evening Peak,First Time
V20241130006490,38,1419,628,4447,335,2024-11-30,12:13:14,Red Light Violation,600,Medium,No,National Highway,94,Clear,Shoulder,Active,36-45,Mid Day,First Time
V20241013006491,41,1403,1013,2444,287,2024-10-13,00:12:18,Mobile Usage,3900,Medium,No,Local Street,19,Foggy,Lane 1,Under Review,26-35,Late Night,First Time
V20241015006492,29,2476,2688,2048,289,2024-10-15,08:46:05,Overspeeding,500,Medium,No,City Road,73,Rainy,Lane 2,Dispatched,26-35,Morning Peak,First Time
V20240131006493,15,1001,2980,2258,31,2024-01-31,07:15:10,Wrong Parking,500,Low,Yes,National Highway,77,Clear,Lane 2,Under Review,56-65,Early Morning,Repeat
V20240222006494,47,815,3659,113,53,2024-02-22,18:53:00,Signal Jumping,700,Medium,Yes,City Road,25,Clear,Lane 1,Active,18-25,Evening Peak,First Time
V20240610006495,22,2217,801,4448,162,2024-06-10,14:23:54,Wrong Parking,300,Low,No,Expressway,116,Clear,Multiple Lanes,Under Review,46-55,Mid Day,Repeat
V20240229006496,43,2392,31,4449,60,2024-02-29,12:58:16,No Seatbelt,900,Low,Yes,City Road,33,Rainy,Lane 1,Dispatched,26-35,Mid Day,Repeat
V20240414006497,21,677,2415,4450,105,2024-04-14,14:53:27,Mobile Usage,3900,Medium,No,City Road,27,Cloudy,Lane 1,Active,36-45,Mid Day,Repeat
V20250828006498,108,1826,1857,1204,606,2025-08-28,15:02:35,Overspeeding,600,High,No,City Road,75,Rainy,Lane 2,Dispatched,18-25,Mid Day,First Time
V20250417006499,109,391,3290,2096,473,2025-04-17,19:08:20,Overspeeding,1200,High,No,Local Street,32,Clear,Lane 3,Active,26-35,Evening Peak,First Time
V20241124006500,35,641,3282,4451,329,2024-11-24,08:05:53,Overspeeding,1100,High,No,Expressway,133,Cloudy,Lane 2,Active,18-25,Morning Peak,First Time
V20241111006501,7,2640,1242,1052,316,2024-11-11,12:17:15,Overspeeding,1300,High,No,City Road,54,Clear,Lane 1,Under Review,26-35,Mid Day,First Time
V20250101006502,101,1434,3499,1724,367,2025-01-01,15:20:45,Overspeeding,1400,High,No,Local Street,50,Rainy,Multiple Lanes,Dispatched,26-35,Mid Day,Repeat
V20250310006503,108,2319,2006,4452,435,2025-03-10,14:17:15,Overspeeding,600,High,No,Local Street,44,Clear,Lane 1,Active,36-45,Mid Day,Repeat
V20250828006504,110,140,3660,4453,606,2025-08-28,14:44:46,Mobile Usage,3800,High,No,National Highway,74,Clear,Lane 1,Under Review,36-45,Mid Day,Repeat
V20251204006505,73,2641,674,4454,704,2025-12-04,16:32:52,No Helmet,900,Medium,No,State Highway,74,Clear,Lane 1,Active,26-35,Mid Day,Repeat
V20241219006506,38,1535,3661,1445,354,2024-12-19,07:38:28,No Seatbelt,800,Low,No,City Road,25,Cloudy,Lane 1,Dispatched,26-35,Early Morning,First Time
V20240530006507,93,2488,1379,4455,151,2024-05-30,21:45:22,Dangerous Driving,2400,High,No,City Road,35,Clear,Lane 1,Dispatched,18-25,Evening,Repeat
V20250209006508,47,1443,3662,913,406,2025-02-09,06:39:12,Signal Jumping,600,Medium,Yes,Local Street,15,Clear,Multiple Lanes,Active,26-35,Early Morning,Repeat
V20250912006509,105,2081,1415,4456,621,2025-09-12,17:54:11,Overspeeding,700,Medium,No,State Highway,109,Foggy,Multiple Lanes,Active,26-35,Evening Peak,Repeat
V20241224006510,16,1632,3663,1512,359,2024-12-24,12:42:18,Signal Jumping,500,Medium,No,City Road,31,Foggy,Lane 2,Active,46-55,Mid Day,First Time
V20241108006511,97,310,904,4457,313,2024-11-08,16:55:00,Signal Jumping,800,Medium,Yes,City Road,51,Cloudy,Lane 2,Notified,46-55,Mid Day,Repeat
V20251226006512,65,2219,3664,4458,726,2025-12-26,18:02:46,Signal Jumping,500,Medium,No,City Road,26,Clear,Lane 1,Active,26-35,Evening Peak,First Time
V20251007006513,4,398,3665,912,646,2025-10-07,18:32:26,Mobile Usage,2200,High,No,National Highway,94,Clear,Lane 2,Active,18-25,Evening Peak,Repeat
V20240307006514,72,1119,2812,4459,67,2024-03-07,09:25:37,Wrong Parking,400,Low,No,Local Street,17,Clear,Lane 2,Active,36-45,Morning Peak,Repeat
V20241105006515,33,1655,475,4460,310,2024-11-05,10:44:39,Red Light Violation,700,Medium,No,City Road,47,Clear,Multiple Lanes,Notified,46-55,Morning Peak,First Time
V20250729006516,11,537,3174,4461,576,2025-07-29,21:22:36,No Helmet,800,Medium,No,City Road,47,Cloudy,Lane 1,Under Review,56-65,Evening,First Time
V20240805006517,8,1220,1337,4462,218,2024-08-05,09:43:47,No Helmet,700,Medium,No,Local Street,21,Clear,Lane 2,Dispatched,56-65,Morning Peak,Repeat
V20250905006518,107,832,3655,702,614,2025-09-05,17:32:42,No Seatbelt,700,Medium,No,Local Street,21,Cloudy,Shoulder,Notified,18-25,Evening Peak,First Time
V20241026006519,108,2240,2420,2538,300,2024-10-26,22:56:11,Signal Jumping,700,Medium,No,Expressway,112,Clear,Lane 2,Dispatched,46-55,Evening,Repeat
V20250310006520,47,442,3666,3966,435,2025-03-10,10:27:29,Red Light Violation,900,Medium,No,State Highway,80,Clear,Multiple Lanes,Notified,18-25,Morning Peak,Habitual
V20240511006521,27,937,3667,1261,132,2024-05-11,12:46:49,No Helmet,600,Medium,No,Local Street,40,Clear,Lane 1,Dispatched,18-25,Mid Day,First Time
V20250707006522,77,1429,3607,3241,554,2025-07-07,19:23:38,No License,3800,High,No,City Road,27,Clear,Shoulder,Active,36-45,Evening Peak,Repeat
V20241229006523,58,1480,2042,4463,364,2024-12-29,16:54:24,No License,4600,High,No,Local Street,25,Rainy,Lane 3,Active,26-35,Mid Day,Habitual
V20250111006524,32,963,2585,1956,377,2025-01-11,13:38:46,Overspeeding,700,High,No,State Highway,119,Clear,Lane 1,Under Review,46-55,Mid Day,First Time
V20250706006525,27,1564,3668,4308,553,2025-07-06,07:55:02,Wrong Parking,200,Low,No,Expressway,93,Foggy,Lane 2,Active,26-35,Early Morning,First Time
V20240509006526,81,591,893,4464,130,2024-05-09,15:47:08,Overspeeding,800,High,No,National Highway,121,Clear,Lane 1,Notified,36-45,Mid Day,Repeat
V20250724006527,76,1802,591,2355,571,2025-07-24,07:38:34,Overspeeding,800,High,No,Expressway,115,Stormy,Lane 1,Dispatched,18-25,Early Morning,First Time
V20241220006528,79,1771,3669,2480,355,2024-12-20,14:23:08,No Seatbelt,600,Medium,No,State Highway,79,Clear,Lane 2,Notified,26-35,Mid Day,First Time
V20251211006529,24,1027,1413,4465,711,2025-12-11,09:40:11,No Seatbelt,800,Medium,No,Expressway,112,Stormy,Lane 1,Active,36-45,Morning Peak,First Time
V20240120006530,80,724,3134,180,20,2024-01-20,19:12:02,Drunk Driving,9600,Critical,No,City Road,46,Rainy,Lane 2,Dispatched,56-65,Evening Peak,First Time
V20240714006531,28,2642,1780,4466,196,2024-07-14,07:10:26,Mobile Usage,4000,Medium,No,National Highway,77,Clear,Lane 1,Notified,36-45,Early Morning,Repeat
V20251004006532,53,171,2593,4467,643,2025-10-04,13:32:39,No License,4400,High,No,City Road,30,Clear,Shoulder,Active,26-35,Mid Day,First Time
V20250310006533,52,1503,3326,4468,435,2025-03-10,20:06:05,Overspeeding,1700,Medium,No,State Highway,94,Clear,Multiple Lanes,Active,65+,Evening,Repeat
V20240718006534,16,100,2097,4469,200,2024-07-18,08:38:34,Overspeeding,1800,Medium,No,State Highway,74,Cloudy,Lane 1,Active,46-55,Morning Peak,First Time
V20251031006535,85,399,944,4470,670,2025-10-31,18:13:17,Mobile Usage,3700,Medium,Yes,City Road,33,Foggy,Lane 3,Active,26-35,Evening Peak,Habitual
V20241222006536,84,2252,964,4471,357,2024-12-22,08:44:11,Triple Riding,600,Medium,Yes,National Highway,83,Cloudy,Lane 2,Active,26-35,Morning Peak,First Time
V20241226006537,76,2001,3670,4121,361,2024-12-26,01:21:26,No Helmet,800,Medium,No,Expressway,95,Stormy,Lane 3,Active,36-45,Late Night,Repeat
V20241219006538,39,1537,3671,4472,354,2024-12-19,00:17:11,Drunk Driving,5000,Critical,No,City Road,41,Cloudy,Lane 1,Active,18-25,Late Night,Repeat
V20250904006539,17,2557,2083,4473,613,2025-09-04,15:50:42,Wrong Parking,300,Low,No,State Highway,66,Clear,Lane 2,Under Review,26-35,Mid Day,First Time
V20240601006540,72,1495,46,3726,153,2024-06-01,10:32:21,Signal Jumping,800,Medium,No,Local Street,34,Cloudy,Lane 2,Dispatched,46-55,Morning Peak,Repeat
V20250221006541,54,2643,1064,4474,418,2025-02-21,18:53:53,Overspeeding,1900,Medium,Yes,State Highway,95,Rainy,Shoulder,Active,18-25,Evening Peak,First Time
V20251121006542,69,2076,657,4032,691,2025-11-21,10:25:51,Wrong Side Driving,500,High,No,City Road,28,Stormy,Lane 1,Dispatched,26-35,Morning Peak,Repeat
V20250821006543,31,2644,3672,4475,599,2025-08-21,16:15:06,Overspeeding,900,High,No,City Road,53,Clear,Lane 1,Active,46-55,Mid Day,First Time
V20240905006544,81,2082,3673,1414,249,2024-09-05,10:53:48,Drunk Driving,7900,High,No,Expressway,74,Foggy,Shoulder,Active,36-45,Morning Peak,Habitual
V20240429006545,63,1163,3058,3347,120,2024-04-29,08:24:04,Triple Riding,500,Medium,Yes,City Road,31,Cloudy,Multiple Lanes,Dispatched,36-45,Morning Peak,Repeat
V20250120006546,87,2420,3105,1235,386,2025-01-20,09:06:19,No Seatbelt,800,Low,No,City Road,42,Cloudy,Multiple Lanes,Under Review,36-45,Morning Peak,Repeat
V20240530006547,92,48,1456,4476,151,2024-05-30,07:57:18,Wrong Parking,500,Low,No,City Road,27,Cloudy,Lane 2,Active,26-35,Early Morning,First Time
V20250221006548,19,1250,295,4477,418,2025-02-21,13:24:50,No Helmet,1000,Medium,No,City Road,50,Cloudy,Lane 3,Dispatched,56-65,Mid Day,Repeat
V20250928006549,11,2645,1282,360,637,2025-09-28,18:17:40,Signal Jumping,1000,Medium,No,City Road,51,Cloudy,Multiple Lanes,Active,26-35,Evening Peak,Repeat
V20240115006550,14,2422,3674,4478,15,2024-01-15,13:44:22,No License,2100,High,No,Local Street,27,Foggy,Lane 3,Active,26-35,Mid Day,Repeat
V20250112006551,84,859,3675,2374,378,2025-01-12,08:37:09,Overspeeding,900,High,No,City Road,58,Clear,Multiple Lanes,Dispatched,36-45,Morning Peak,Repeat
V20240422006552,75,657,2872,4479,113,2024-04-22,08:53:19,Wrong Parking,300,Low,No,City Road,42,Clear,Lane 1,Active,26-35,Morning Peak,First Time
V20241206006553,9,443,3676,3851,341,2024-12-06,13:18:56,Wrong Parking,300,Low,No,State Highway,74,Foggy,Multiple Lanes,Active,26-35,Mid Day,First Time
V20241214006554,84,111,3677,3216,349,2024-12-14,18:52:18,Mobile Usage,1400,Medium,Yes,City Road,30,Rainy,Lane 1,Under Review,26-35,Evening Peak,Repeat
V20250827006555,6,1978,2710,1699,605,2025-08-27,15:11:55,Overspeeding,700,High,No,National Highway,83,Clear,Shoulder,Dispatched,18-25,Mid Day,Habitual
V20241210006556,84,1099,1631,4480,345,2024-12-10,22:19:10,Signal Jumping,800,Medium,No,City Road,40,Clear,Lane 3,Dispatched,46-55,Evening,Repeat
V20251022006557,44,605,2604,4481,661,2025-10-22,19:31:37,Signal Jumping,1000,Medium,No,City Road,54,Rainy,Multiple Lanes,Active,36-45,Evening Peak,First Time
V20241225006558,13,1075,3678,4334,360,2024-12-25,21:19:13,No Seatbelt,800,Low,No,City Road,31,Clear,Lane 1,Notified,56-65,Evening,First Time
V20250311006559,68,1867,3535,1688,436,2025-03-11,19:01:36,No Helmet,500,Medium,No,Local Street,35,Clear,Multiple Lanes,Active,18-25,Evening Peak,First Time
V20250527006560,82,2646,3679,4482,513,2025-05-27,17:54:58,Overspeeding,1000,High,No,Local Street,30,Clear,Lane 2,Active,26-35,Evening Peak,Repeat
V20240216006561,44,495,40,4472,47,2024-02-16,08:22:27,Signal Jumping,700,Medium,No,City Road,47,Cloudy,Lane 3,Dispatched,26-35,Morning Peak,Repeat
V20240607006562,93,2647,2377,4483,159,2024-06-07,07:14:21,Wrong Parking,400,Low,No,City Road,52,Cloudy,Lane 2,Dispatched,56-65,Early Morning,First Time
V20250603006563,84,145,3680,2449,520,2025-06-03,09:49:07,No Seatbelt,1000,Low,No,Expressway,114,Clear,Lane 1,Dispatched,36-45,Morning Peak,Repeat
V20241031006564,29,1019,3004,4484,305,2024-10-31,04:43:17,Signal Jumping,800,Medium,No,Expressway,100,Clear,Lane 2,Active,36-45,Late Night,First Time
V20250622006565,20,2496,2894,2020,539,2025-06-22,08:21:44,Mobile Usage,2500,Medium,No,City Road,51,Cloudy,Lane 2,Active,36-45,Morning Peak,First Time
V20240201006566,52,974,3681,4174,32,2024-02-01,20:03:01,No Seatbelt,1000,Medium,No,State Highway,54,Clear,Shoulder,Dispatched,26-35,Evening,First Time
V20250111006567,37,2178,3057,4329,377,2025-01-11,12:49:17,Overspeeding,1100,Medium,Yes,City Road,50,Clear,Shoulder,Notified,26-35,Mid Day,First Time
V20240830006568,17,2124,720,4485,243,2024-08-30,22:06:56,Red Light Violation,900,Medium,No,City Road,32,Clear,Lane 1,Active,18-25,Evening,First Time
V20250214006569,104,1644,1666,4486,411,2025-02-14,18:27:52,Overspeeding,1600,Medium,No,National Highway,109,Clear,Lane 3,Under Review,18-25,Evening Peak,First Time
V20250808006570,24,721,3682,4487,586,2025-08-08,06:07:31,Drunk Driving,9300,Critical,No,City Road,46,Rainy,Shoulder,Dispatched,46-55,Early Morning,Habitual
V20251209006571,88,1868,3683,2779,709,2025-12-09,19:21:30,No License,3300,High,No,Local Street,17,Rainy,Multiple Lanes,Notified,18-25,Evening Peak,Repeat
V20240227006572,8,637,819,1252,58,2024-02-27,17:27:30,Red Light Violation,900,Medium,No,City Road,46,Clear,Lane 1,Dispatched,36-45,Evening Peak,First Time
V20250315006573,42,1068,2120,4488,440,2025-03-15,12:28:21,No Helmet,700,Medium,Yes,City Road,41,Foggy,Lane 1,Dispatched,26-35,Mid Day,Repeat
V20250416006574,105,2648,1726,1834,472,2025-04-16,00:42:12,Drunk Driving,7900,Critical,No,City Road,27,Clear,Lane 3,Active,26-35,Late Night,First Time
V20250523006575,52,806,2869,1243,509,2025-05-23,10:35:51,Overspeeding,1100,Medium,No,Local Street,29,Stormy,Lane 2,Active,26-35,Morning Peak,First Time
V20250125006576,91,1467,3684,796,391,2025-01-25,19:33:54,Signal Jumping,500,Medium,No,Local Street,31,Clear,Multiple Lanes,Active,26-35,Evening Peak,Repeat
V20240211006577,108,178,3685,2997,42,2024-02-11,17:18:16,No License,3900,High,No,Local Street,24,Clear,Lane 2,Active,56-65,Evening Peak,First Time
V20250704006578,30,2163,2089,3971,551,2025-07-04,09:20:13,No Helmet,500,Medium,No,City Road,41,Rainy,Multiple Lanes,Dispatched,56-65,Morning Peak,First Time
V20251103006579,94,2432,3084,4489,673,2025-11-03,15:04:40,No Helmet,700,Medium,No,City Road,31,Cloudy,Lane 3,Active,18-25,Mid Day,Repeat
V20250823006580,16,1754,82,2269,601,2025-08-23,19:11:19,Overspeeding,900,High,No,Local Street,55,Clear,Lane 1,Active,26-35,Evening Peak,Repeat
V20251220006581,87,472,1434,339,720,2025-12-20,14:21:33,Dangerous Driving,1800,High,No,State Highway,68,Foggy,Lane 1,Active,18-25,Mid Day,First Time
V20240112006582,11,949,3560,4490,12,2024-01-12,07:04:40,Mobile Usage,2000,High,No,City Road,50,Cloudy,Lane 2,Dispatched,26-35,Early Morning,First Time
V20241023006583,34,1391,1930,1940,297,2024-10-23,10:23:49,Drunk Driving,7800,High,No,State Highway,73,Clear,Lane 1,Dispatched,26-35,Morning Peak,First Time
V20250831006584,107,2099,3686,1498,609,2025-08-31,17:22:10,No Helmet,700,Medium,No,National Highway,92,Cloudy,Lane 2,Active,46-55,Evening Peak,Repeat
V20240927006585,57,2572,197,4168,271,2024-09-27,09:31:33,Overspeeding,800,High,No,City Road,71,Clear,Lane 1,Dispatched,56-65,Morning Peak,First Time
V20240718006586,5,1886,3687,2206,200,2024-07-18,14:28:17,Dangerous Driving,1700,Critical,No,Local Street,28,Clear,Shoulder,Notified,46-55,Mid Day,Repeat
V20240311006587,81,2649,3688,1615,71,2024-03-11,13:23:03,Dangerous Driving,4300,High,No,Local Street,36,Clear,Multiple Lanes,Active,36-45,Mid Day,Repeat
V20240608006588,56,2026,3134,4491,160,2024-06-08,21:25:44,Signal Jumping,800,Medium,No,Expressway,98,Rainy,Lane 1,Active,36-45,Evening,Repeat
V20240515006589,84,1170,3081,1065,136,2024-05-15,23:10:06,Drunk Driving,8500,High,No,City Road,55,Foggy,Lane 2,Dispatched,26-35,Late Night,First Time
V20240703006590,109,1918,1894,4492,185,2024-07-03,17:10:18,No Seatbelt,1000,Medium,No,National Highway,99,Clear,Lane 1,Active,18-25,Evening Peak,Repeat
V20240127006591,53,2589,3689,4493,27,2024-01-27,12:47:22,Wrong Parking,500,Low,No,City Road,27,Clear,Lane 2,Dispatched,65+,Mid Day,First Time
V20250726006592,37,1942,2439,4494,573,2025-07-26,18:10:57,Overspeeding,1900,High,No,Local Street,45,Stormy,Multiple Lanes,Active,36-45,Evening Peak,First Time
V20250622006593,23,2228,3690,1890,539,2025-06-22,00:49:27,Overspeeding,1600,Medium,No,Expressway,99,Foggy,Lane 1,Under Review,56-65,Late Night,First Time
V20250707006594,62,1088,3691,3494,554,2025-07-07,09:00:59,Dangerous Driving,3400,Critical,No,National Highway,73,Rainy,Lane 1,Dispatched,18-25,Morning Peak,Habitual
V20240122006595,19,2650,485,978,22,2024-01-22,09:08:43,Wrong Parking,500,Low,No,City Road,45,Cloudy,Lane 1,Active,46-55,Morning Peak,Habitual
V20250412006596,16,1042,835,2690,468,2025-04-12,18:59:44,Red Light Violation,800,Medium,No,Local Street,29,Cloudy,Lane 2,Under Review,18-25,Evening Peak,Habitual
V20240814006597,108,2458,2782,4495,227,2024-08-14,07:36:50,Wrong Parking,300,Low,No,Local Street,26,Cloudy,Lane 1,Dispatched,36-45,Early Morning,Habitual
V20241104006598,54,496,3692,541,309,2024-11-04,11:46:17,Triple Riding,1000,Medium,No,National Highway,64,Foggy,Multiple Lanes,Dispatched,36-45,Mid Day,Habitual
V20240313006599,75,579,2419,1401,73,2024-03-13,17:43:06,Mobile Usage,3400,High,No,City Road,46,Clear,Lane 2,Dispatched,36-45,Evening Peak,Repeat
V20251230006600,17,2426,169,4496,730,2025-12-30,06:08:40,Mobile Usage,2800,Medium,No,State Highway,56,Clear,Multiple Lanes,Active,26-35,Early Morning,Repeat
V20250928006601,106,2080,2285,1376,637,2025-09-28,16:59:23,No Helmet,700,Medium,No,Local Street,18,Cloudy,Lane 3,Active,26-35,Mid Day,First Time
V20250915006602,78,2651,2898,4497,624,2025-09-15,08:14:32,No License,2900,High,No,City Road,25,Cloudy,Lane 3,Active,36-45,Morning Peak,Repeat
V20240519006603,2,2652,2587,4498,140,2024-05-19,08:00:06,Wrong Parking,300,Low,No,City Road,25,Rainy,Lane 2,Active,26-35,Morning Peak,First Time
V20241119006604,29,601,3693,94,324,2024-11-19,11:18:19,Overspeeding,500,Medium,No,Local Street,25,Foggy,Lane 2,Dispatched,46-55,Mid Day,First Time
V20251210006605,96,617,3565,4499,710,2025-12-10,17:25:04,No Helmet,800,Medium,No,Local Street,19,Stormy,Lane 2,Active,36-45,Evening Peak,Repeat
